timestamp_us,relative_time_ms,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_magnitude,gyro_magnitude
442359.828,0.12735999999998604,156.0,-987.0,-175.0,420.0,-700.0,-630.0,1014.4604477257849,1031.1643903859365
442359.828,0.12735999999998604,156.0,-986.0,-175.0,350.0,-700.0,-630.0,1013.4875430906884,1004.6890066085126
442359.828,0.12735999999998604,157.0,-986.0,-175.0,350.0,-770.0,-630.0,1013.6419486189391,1054.6563421323553
442360.015,0.12754700000002048,158.0,-986.0,-175.0,350.0,-770.0,-630.0,1013.7973170215041,1054.6563421323553
442360.015,0.12754700000002048,157.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.6419486189391,1040.6248123122955
442360.015,0.12754700000002048,157.0,-986.0,-175.0,420.0,-700.0,-560.0,1013.6419486189391,989.9494936611666
442360.015,0.12754700000002048,157.0,-987.0,-175.0,420.0,-770.0,-630.0,1014.6147051960168,1079.907403437906
442360.015,0.12754700000002048,156.0,-986.0,-174.0,420.0,-700.0,-630.0,1013.3153507176332,1031.1643903859365
442360.015,0.12754700000002048,155.0,-986.0,-175.0,420.0,-700.0,-630.0,1013.3341008769023,1031.1643903859365
442360.015,0.12754700000002048,155.0,-986.0,-175.0,420.0,-700.0,-560.0,1013.3341008769023,989.9494936611666
442360.015,0.12754700000002048,158.0,-987.0,-175.0,420.0,-770.0,-560.0,1014.7699246627286,1040.6248123122955
442360.015,0.12754700000002048,157.0,-986.0,-175.0,350.0,-770.0,-560.0,1013.6419486189391,1014.3963722332606
442360.015,0.12754700000002048,158.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.7973170215041,1040.6248123122955
442360.015,0.12754700000002048,156.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.4875430906884,1040.6248123122955
442360.015,0.12754700000002048,155.0,-987.0,-175.0,490.0,-770.0,-560.0,1014.3071526909391,1070.7940978544848
442360.015,0.12754700000002048,156.0,-986.0,-176.0,420.0,-770.0,-560.0,1013.660692736973,1040.6248123122955
